list_character_camp,角色阵营,Character Camp,キャラクターキャンプ,Charakterlager,Camp de personnage,Campamento de personajes,Лагерь персонажа,ค่ายตัวละคร,캐릭터 캠프,مخيم الشخصية,Campo dei Personaggi,Campo de Personagem
list_character_camp_bar0,主角,Main Character,主人公,Hauptfigur,Personnage principal,Personaje principal,Главный персонаж,ตัวละครหลัก,주인공,الشخصية الرئيسية,Personaggio Principale,Personagem Principal
list_character_camp_bar1,队友,Team Member,チームメンバー,Teammitglied,Membre de l'équipe,Miembro del equipo,Участник команды,สมาชิกทีม,팀 멤버,عضو الفريق,Membro del Team,Membro da Equipe
list_character_camp_bar2,NPC,NPC,NPC,NPC,PNJ,NPC,НПС,NPC,NPC,NPC,NPC,NPC
list_character_camp_bar3,敌人,Enemy,敵,Feind,Ennemi,Enemigo,Враг,ศัตรู,적,العدو,Nemico,Inimigo
list_character_camp_bar4,头目,Boss,ボス,Boss,Boss,Jefe,Босс,บอส,보스,رئيس,Boss,Chefe
list_character_camp_bar5,路人,Passenger,通行人,Passagier,Passant,Pasajero,Пассажир,คนโดยสาร,승객,مسافر,Passeggero,Passageiro
list_gender,性别,Gender,性別,Geschlecht,Genre,Género,Пол,เพศ,성별,جنس,Genere,Gênero
list_time_set,强制变更时钟,Set Clock to,クロック設定,Uhr auf,Réglage de l'horloge,Configurar el reloj a,Установка часов на,ตั้งนาฬิกาเป็น,시계 설정,تعيين الساعة إلى,Imposta l'orologio su,Configurar o Relógio para
load,读取,Load,ロード,Laden,Charger,Cargar,Загрузить,โหลด,불러오기,تحميل,Caricare,Carregar
main_comment,评论,Leave Comment,コメントを残す,Kommentar hinterlassen,Laisser un commentaire,Dejar comentario,Оставить комментарий,แสดงความคิดเห็น,댓글 남기기,ترك تعليق,Lascia un commento,Deixar Comentário
main_continue,继续创作,Continue,続ける,Weitermachen,Continuer,Continuar,Продолжить,ดำเนินการต่อ,계속하기,متابعة,Continua,Continuar
main_create,全部工程,Projects,すべてのプロジェクト,Projekte,Projets,Proyectos,Проекты,โครงการทั้งหมด,모든 프로젝트,كل المشاريع,Progetti,Projetos
main_destroy,删除工程,Destroy,プロジェクトを削除する,Zerstören,Détruire,Destruir,Уничтожить,ลบโครงการ,파괴하기,حذف,Distruggi,Destruir
main_download,下载,Download,ダウンロード,Herunterladen,Télécharger,Descargar,Загрузить,ดาวน์โหลด,다운로드,تحميل,Scarica,Baixar
main_findgame,前往下载,Find Games,ゲームを検索,Spiele finden,Trouver des jeux,Encontrar juegos,Найти игры,ค้นหาเกม,게임 찾기,البحث عن الألعاب,Trova Giochi,Encontrar Jogos
main_lastedit,最后修改,Last Edit,最終編集,Letzte Bearbeitung,Dernière modification,Última edición,Последнее редактирование,แก้ไขล่าสุด,최종 수정,آخر تعديل,Ultima Modifica,Última Edição
main_lastest,最新,Latest,最新,Neueste,Dernier,Último,Последний,ล่าสุด,최신,آخر,Più Recente,Mais Recente
main_mygame,我的游戏,My Games,マイゲーム,Meine Spiele,Mes jeux,Mis Juegos,Мои игры,เกมของฉัน,내 게임,ألعابي,Miei Giochi,Meus Jogos
main_newgame,创作新游戏,New,新規,Neu,Nouveau,Nuevo,Новый,ใหม่,새로운,جديد,Nuovo,Novo
main_officialdemo,教程Demo,Tutorial Demo,公式デモ,Offizielles Demo,Tutoriel de démonstration,Demostración de tutorial,Официальное демо,ดีโมแนะนำ,공식 데모,عرض تعليمي,Demo Tutorial,Demonstração de Tutorial
main_owned,已下载游戏,Owned Games,所有ゲーム,Eigene Spiele,Jeux possédés,Juegos adquiridos,Приобретенные игры,เกมที่เป็นเจ้าของ,소유한 게임,الألعاب المملوكة,Giochi Acquistati,Jogos Possuídos
main_playgame,运行,Play,プレイ,Spielen,Jouer,Jugar,Играть,เล่น,플레이,تشغيل,Gioca,Jogar
main_popular,最受欢迎,Popular,人気,Beliebt,Populaire,Popular,Популярный,ยอดนิยม,인기,شائع,Popolare,Popular
main_rate,打分,Rate,レート,Bewerten,Noter,Calificar,Оценить,ให้คะแนน,평가,تقييم,Valuta,Avaliar
main_recentproject,最近工程,Recent Project,最近のプロジェクト,Neues Projekt,Projet récent,Proyecto reciente,Последний проект,โครงการล่าสุด,최근 프로젝트,مشروع حديث,Progetto Recente,Projeto Recente
main_return,返回,Return,戻る,Zurück,Retour,Volver,Вернуться,กลับ,돌아가기,العودة,Ritorna,Retornar
main_version,版本,Version,バージョン,Version,Version,Versión,Версия,เวอร์ชัน,버전,نسخة,Versione,Versão
main_videos,往期视频,Recent Videos,直近のビデオ,Neueste Videos,Vidéos récentes,Videos recientes,Последние видео,วิดีโอล่าสุด,최근 비디오,فيديوهات حديثة,Video Recenti,Vídeos Recentes
main_videotutorial,视频教程,Tutorial Videos,ビデオチュートリアル,Videotutorial,Tutoriels vidéo,Videos de tutoriales,Видеоуроки,วิดีโอสอน,비디오 튜토리얼,فيديوهات تعليمية,Video Tutorial,Vídeos de Tutorial
message_closewindow,是否退出程序？(未保存的内容将会丢失),Do you like to exit the program? (Unsaved progress will be lost),プログラムを終了しますか？（保存されていない進行状況は失われます）,Möchten Sie das Programm verlassen? (Ungespeicherter Fortschritt geht verloren),Voulez-vous quitter le programme ? (Les progrès non sauvegardés seront perdus),¿Desea salir del programa? (Se perderá el progreso no guardado),Вы хотите выйти из программы? (Не сохраненный прогресс будет потерян),คุณต้องการออกจากโปรแกรมหรือไม่? (ความคืบหน้าที่ไม่ได้บันทึกจะหายไป),프로그램을 종료하시겠습니까? (저장하지 않은 진행 상황이 손실됩니다),هل ترغب في الخروج من البرنامج؟ (سيتم فقدان التقدم غير المحفوظ)؟,Vuoi uscire dal programma? (I progressi non salvati verranno persi),Deseja sair do programa? (O progresso não salvo será perdido)？
message_default_remove,默认语言无法移除,Default language can not be removed,デフォルト言語は削除できません,Die Standardsprache kann nicht entfernt werden,La langue par défaut ne peut pas être supprimée,El idioma predeterminado no se puede eliminar,Нельзя удалить язык по умолчанию,ไม่สามารถลบภาษาเริ่มต้นได้,기본 언어는 삭제할 수 없습니다,لا يمكن إزالة اللغة الافتراضية,La lingua predefinita non può essere rimossa,O idioma padrão não pode ser removido
message_exportsucceed,导出文件成功,File Exported Successfully,ファイルのエクスポートが成功しました,Datei erfolgreich exportiert,Exportation du fichier réussie,Archivo exportado exitosamente,Файл успешно экспортирован,ส่งออกไฟล์สำเร็จ,파일 내보내기 성공,تم تصدير الملف بنجاح,Il file di esportazione è riuscito,O arquivo de exportação foi bem-sucedido
message_file_damaged,文件损坏..已恢复,File Damage... Restoring,ファイルが損傷しました... 復元中,Dateischaden... Wiederherstellung,Dommage au fichier... Restauration,Daño en el archivo... Restaurando,Файл поврежден... Восстановление,ไฟล์เสียหาย... กำลังกู้คืน,파일 손상... 복원 중,تلف الملف... يتم استعادته,Danneggiamento dei file: Restaurato,Corrupção de ficheiros: Restaurado
message_filenotexist,文件不存在,File not exists,ファイルが存在しません,Datei existiert nicht,Le fichier n'existe pas,El archivo no existe,Файл не существует,ไม่มีไฟล์,파일이 존재하지 않습니다,الملف غير موجود,Il file non esiste,O ficheiro não existe
message_game_created,游戏创建成功,Game Created Successfully,ゲームが正常に作成されました,Spiel erfolgreich erstellt,Jeu créé avec succès,Juego creado exitosamente,Игра успешно создана,สร้างเกมสำเร็จ,게임이 성공적으로 생성되었습니다,تم إنشاء اللعبة بنجاح,Gioco creato con successo,Jogo Criado com Sucesso
message_importfailed,无法导入文件请检查文件完整性,Import failed please make sure the file is valid,ファイルをインポートできませんでした。ファイルが有効であることを確認してください,Datei kann nicht importiert werden  Dateiintegrität prüfen,Impossible d’importer le fichier  vérifiez l’intégrité du fichier,No se puede importar el archivo  verifique la integridad del archivo,Не удается импортировать файл  проверить целостность файла,ไม่สามารถนําเข้าไฟล์ตรวจสอบความสมบูรณ์ของไฟล์,가져오기 실패. 파일이 유효한지 확인하십시오,غير قادر على استيراد الملف ، تحقق من سلامة الملف,Impossibile importare il file  controllare l'integrità del file,Não é possível importar o arquivo  verifique a integridade do arquivo
message_importsucceed,成功导入,Imported successfully,正常にインポートされました,Erfolgreich importiert,Importé avec succès,Importado exitosamente,Импортирован успешно,นำเข้าเรียบร้อยแล้ว,성공적으로 가져왔습니다,تم الاستيراد بنجاح,Importato con successo,Importado com sucesso
message_language_remove,是否移除该语言,Do you like to remove this language,言語を削除しますか,Möchten Sie diese Sprache entfernen?,Voulez-vous supprimer cette langue?,¿Desea eliminar este idioma?,Хотите удалить этот язык?,คุณต้องการลบภาษานี้หรือไม่?,이 언어를 제거하시겠습니까?,هل ترغب في إزالة هذه اللغة؟,Vuoi rimuovere questa lingua?,Deseja remover este idioma?
message_localization_replace,是否覆盖以下语言,Replacing the following languages,以下の言語を置き換えますか,Die folgenden Sprachen ersetzen?,Remplacement des langues suivantes,¿Desea reemplazar los siguientes idiomas?,Заменить следующие языки?,คุณต้องการแทนที่ภาษาต่อไปนี้หรือไม่?,다음 언어를 바꾸시겠습니까?,هل ترغب في استبدال اللغات التالية?,Vuoi sostituire queste lingue?,Deseja substituir os seguintes idiomas?
message_localization_save,是否保存更改,Do you like to save the changes,変更内容を保存しますか,Möchten Sie die Änderungen speichern?,Voulez-vous enregistrer les modifications?,¿Desea guardar los cambios?,Хотите сохранить изменения?,คุณต้องการบันทึกการเปลี่ยนแปลงหรือไม่?,변경 사항을 저장하시겠습니까?,هل ترغب في حفظ التغييرات؟,Vuoi salvare le modifiche?,Deseja salvar as alterações?
message_mapnotset,初始地图未设置,Map Not Set,初期地図が設定されていません,Karte nicht festgelegt,Démarrage sans carte,Mapa no configurado,Карта не установлена,ไม่ได้ตั้งค่าแผนที่,초기 지도가 설정되지 않았습니다,الخريطة غير معينة,La mappa non è stata impostata,Mapa não definido
message_name_exists,该名称已存在,This name already exists,この名前は既に存在します,Dieser Name existiert bereits,Ce nom existe déjà,Este nombre ya existe,Это имя уже существует,ชื่อนี้มีอยู่แล้ว,이 이름은 이미 존재합니다,هذا الاسم موجود بالفعل,Questo nome esiste già,Este nome já existe
message_output_done,图像文件已导出,File Output Done,画像ファイルがエクスポートされました,Datei exportiert,Fichier exporté,Archivo exportado,Файл экспортирован,ไฟล์ถูกส่งออกแล้ว,이미지 파일이 내보내졌습니다,تم تصدير ملف الصورة بنجاح,File immagine esportato com successo,Arquivo de imagem exportado com sucesso
message_project_export_done,项目已导出,Project Export is Done,プロジェクトのエクスポートが完了しました,Projektexport abgeschlossen,L'exportation du projet est terminée,Exportación del proyecto completada,Экспорт проекта завершен,การส่งออกโปรเจ็คเสร็จสมบูรณ์,프로젝트 내보내기 완료,تم تصدير المشروع بنجاح,Esportazione del progetto completata,Exportação do projeto concluída
